Computers and Electronics in Agriculture	37
Transportation Research Part C: Emerging Technologies	37
Oceans Conference Record (IEEE)	36
International Geoscience and Remote Sensing Symposium (IGARSS)	36
Computers, Materials and Continua	36
Aerospace	36
Neurocomputing	35
Hangkong Xuebao/Acta Aeronautica et Astronautica Sinica	34
IEEE Wireless Communications and Networking Conference, WCNC	33
Sustainability (Switzerland)	33
Smart Innovation, Systems and Technologies	32
IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops	31
IEEE Aerospace Conference Proceedings	31
Energies	31
Chinese Journal of Aeronautics	31
Engineering Applications of Artificial Intelligence	31
Proceedings of the International Joint Conference on Neural Networks	30
Transactions on Emerging Telecommunications Technologies	30
Mathematics	30
IEEE Systems Journal	30
Ad Hoc Networks	30
Computers and Electrical Engineering	30
International Journal of Advanced Computer Science and Applications	29
Lecture Notes on Data Engineering and Communications Technologies	29
Journal of Supercomputing	29
Proceedings of the IEEE International Conference on Computer Vision	28
IEEE Transactions on Systems, Man, and Cybernetics: Systems	28
Information Sciences	28
Accident Analysis and Prevention	28
Applied Soft Computing	28
AIAA SciTech Forum and Exposition, 2023	27
Studies in Computational Intelligence	27
IFIP Advances in Information and Communication Technology	27
2017 International Conference on Unmanned Aircraft Systems, ICUAS 2017	27
Wireless Communications and Mobile Computing	26
ISA Transactions	26
ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings	25
IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing	25
Forests	25
IEEE Wireless Communications	25
IET Intelligent Transport Systems	25
Future Generation Computer Systems	25
IEEE Transactions on Cybernetics	25
IOP Conference Series: Materials Science and Engineering	25
IET Conference Proceedings	24
Transportation Research Procedia	24
IOP Conference Series: Earth and Environmental Science	24
Peer-to-Peer Networking and Applications	24
Neural Computing and Applications	24
Wireless Personal Communications	24
IEEE Internet of Things Magazine	24
IEEE Transactions on Control Systems Technology	24
International Conference on Control, Automation and Systems	23
IEEE International Conference on Control and Automation, ICCA	23
IEEE Transactions on Network Science and Engineering	23
Beijing Hangkong Hangtian Daxue Xuebao/Journal of Beijing University of Aeronautics and Astronautics	23
Journal of the Franklin Institute	23
AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2022	23
Knowledge-Based Systems	23
IEEE International Symposium on Personal, Indoor and Mobile Radio Communications, PIMRC	22
IEEE International Conference on Automation Science and Engineering	22
Journal of Field Robotics	22
IEEE Transactions on Automatic Control	22
IEEE Journal on Selected Areas in Communications	22
SN Computer Science	22
Computers in Biology and Medicine	22
Security and Communication Networks	22
Advances in Neural Information Processing Systems	21
Journal of Intelligent and Fuzzy Systems	21
Aircraft Engineering and Aerospace Technology	21
Transportation Research Record	21
Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering	21
Applied Intelligence	21
International Conference on ICT Convergence	20
IEEE Open Journal of Intelligent Transportation Systems	20
Information (Switzerland)	20
ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences	20
Binggong Xuebao/Acta Armamentarii	20
IEEE Communications Letters	20
IEEE Transactions on Green Communications and Networking	20
International Journal of Communication Systems	20
Robotics and Autonomous Systems	20
Proceedings - IEEE Military Communications Conference MILCOM	20
Proceedings - IEEE Symposium on Security and Privacy	19
IEEE Geoscience and Remote Sensing Letters	19
Water (Switzerland)	19
IEEE/ASME Transactions on Mechatronics	19
IEEE Journal of Oceanic Engineering	19
IEEE Communications Magazine	19
Proceedings of the ACM Conference on Computer and Communications Security	19
nan	19
Proceedings - International Conference on Image Processing, ICIP	19
2021 International Conference on Unmanned Aircraft Systems, ICUAS 2021	19
Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics	18
Journal of Aircraft	18
Advanced Sciences and Technologies for Security Applications	18
IEEE Vehicular Networking Conference, VNC	18
Biomedical Signal Processing and Control	18
IEEE Transactions on Network and Service Management	18
IEEE Transactions on Industrial Electronics	18
Transportation Research Part F: Traffic Psychology and Behaviour	18
Transactions of the Institute of Measurement and Control	18
Springer Proceedings in Advanced Robotics	18
IEEE Transactions on Neural Networks and Learning Systems	18
2019 International Conference on Unmanned Aircraft Systems, ICUAS 2019	18
Frontiers in Plant Science	17
IEEE International Conference on Electro Information Technology	17
Journal of Unmanned Undersea Systems	17
ACM Transactions on Cyber-Physical Systems	17
Physical Communication	17
E3S Web of Conferences	17
Nonlinear Dynamics	17
International Journal of Remote Sensing	17
IEEE Open Journal of the Communications Society	17
Diagnostics	17
AIAA Scitech 2020 Forum	17
Lecture Notes in Computer Science	17
Proceedings of 2024 IEEE International Conference on Unmanned Systems, ICUS 2024	17
AIAA SciTech Forum and Exposition, 2024	17
2019 IEEE Intelligent Transportation Systems Conference, ITSC 2019	17
Conference Record - Asilomar Conference on Signals, Systems and Computers	16
International Conference on Communication Technology Proceedings, ICCT	16
International Journal of Aerospace Engineering	16
Journal of Aerospace Information Systems	16
IJCAI International Joint Conference on Artificial Intelligence	16
Studies in Systems, Decision and Control	16
International Journal of Applied Earth Observation and Geoinformation	16
Journal of Systems Architecture	16
IEEE Transactions on Robotics	16
Frontiers in Artificial Intelligence and Applications	16
Symmetry	16
International Journal of Robust and Nonlinear Control	16
Proceedings of 2022 IEEE International Conference on Unmanned Systems, ICUS 2022	16
2020 International Conference on Unmanned Aircraft Systems, ICUAS 2020	16
Proceedings of the AAAI Conference on Artificial Intelligence	16
Frontiers in Marine Science	15
IECON Proceedings (Industrial Electronics Conference)	15
Machines	15
Jisuanji Xuebao/Chinese Journal of Computers	15
EAI/Springer Innovations in Communication and Computing	15
Advanced Engineering Informatics	15
Future Internet	15
Biomimetics	15
Wireless Networks	15
Proceedings of the Institution of Mechanical Engineers, Part G: Journal of Aerospace Engineering	15
Agronomy	15
AIAA Journal	15
IEEE Transactions on Consumer Electronics	15
Reliability Engineering and System Safety	15
Science of the Total Environment	15
ISPRS Journal of Photogrammetry and Remote Sensing	15
AIAA Scitech 2019 Forum	15
Proceedings of the Human Factors and Ergonomics Society	14
VDI Berichte	14
Lecture Notes in Civil Engineering	14
Proceedings - Design Automation Conference	14
Kongzhi yu Juece/Control and Decision	14
IEEE Communications Surveys and Tutorials	14
Progress in Biomedical Optics and Imaging - Proceedings of SPIE	14
IEEE Control Systems Letters	14
Proceedings - IEEE Consumer Communications and Networking Conference, CCNC	14
Chinese Journal of Infection and Chemotherapy	14
Dianzi Yu Xinxi Xuebao/Journal of Electronics and Information Technology	14
Automatica	14
2024 International Conference on Unmanned Aircraft Systems, ICUAS 2024	14
Proceedings of IEEE Pacific Rim International Symposium on Dependable Computing, PRDC	13
Intelligent Automation and Soft Computing	13
International Conference on Information Networking	13
Agriculture (Switzerland)	13
Information Fusion	13
IEEE Transactions on Dependable and Secure Computing	13
Land	13
Concurrency and Computation: Practice and Experience	13
Computer Methods and Programs in Biomedicine	13
Results in Engineering	13
Artificial Intelligence Review	13
China Communications	13
Aero Weaponry	13
Internet of Things (Netherlands)	13
Physics of Fluids	13
Mathematical Problems in Engineering	13
2022 International Conference on Unmanned Aircraft Systems, ICUAS 2022	13
Cluster Computing	13
Proceedings - International Conference on Software Engineering	12
Journal of Advanced Transportation	12
2023 International Conference on Unmanned Aircraft Systems, ICUAS 2023	12
Proceedings International Radar Symposium	12
Journal of Applied Remote Sensing	12
Journal of Image and Graphics	12
Neural Networks	12
Soft Computing	12
Journal of Systems Engineering and Electronics	12
IEEE Transactions on Artificial Intelligence	12
Defence Technology	12
Landslides	12
Measurement: Journal of the International Measurement Confederation	12
Automation in Construction	12
Journal of Guidance, Control, and Dynamics	12
Journal of Ambient Intelligence and Humanized Computing	12
Control Engineering Practice	12
IET Radar, Sonar and Navigation	12
International Journal of Advanced Robotic Systems	12
IEEE Journal of Biomedical and Health Informatics	12
International Journal of Micro Air Vehicles	12
Eurasip Journal on Wireless Communications and Networking	12
AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2025	12
IEEE Region 10 Annual International Conference, Proceedings/TENCON	11
Defence Science Journal	11
Scientia Sinica Informationis	11
International Conference on Ubiquitous and Future Networks, ICUFN	11
International Journal of Intelligent Systems	11
International Journal of Environmental Research and Public Health	11
Medical Image Analysis	11
Journal of Theoretical and Applied Information Technology	11
Heliyon	11
Entropy	11
IEEE/CAA Journal of Automatica Sinica	11
Digital Communications and Networks	11
Natural Hazards	11
Image and Vision Computing	11
Advances in Space Research	11
Journal of Aeronautics, Astronautics and Aviation 	11
Alexandria Engineering Journal	11
ISPRS International Journal of Geo-Information	11
Proceedings of the International Symposium on Mobile Ad Hoc Networking and Computing (MobiHoc)	11
Remote Sensing of Environment	11
Transport Means - Proceedings of the International Conference	11
Applied Soft Computing Journal	11
IEEE/ACM International Conference on Computer-Aided Design, Digest of Technical Papers, ICCAD	11
Proceedings - Applied Imagery Pattern Recognition Workshop	11
AIAA Aviation and Aeronautics Forum and Exposition, AIAA AVIATION Forum 2021	11
AIAA Scitech 2021 Forum	11
2024 15th International Conference on Computing Communication and Networking Technologies, ICCCNT 2024	11
15th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2024	11
20th International Wireless Communications and Mobile Computing Conference, IWCMC 2024	11
Proceedings of the 2019 IEEE International Conference on Unmanned Systems, ICUS 2019	11
AIAA Aviation and Aeronautics Forum and Exposition, AIAA AVIATION Forum 2023	10
Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS	10
Proceedings of the ASME Design Engineering Technical Conference	10
International Conference on Transparent Optical Networks	10
Frontiers in Robotics and AI	10
Mobile Information Systems	10
IEEE Aerospace and Electronic Systems Magazine	10
IEEE Transactions on Multimedia	10
ACM Computing Surveys	10
Xibei Gongye Daxue Xuebao/Journal of Northwestern Polytechnical University	10
Aeronautical Journal	10
Artificial Intelligence in Medicine	10
Arabian Journal for Science and Engineering	10
International Journal of Molecular Sciences	10
Environmental Monitoring and Assessment	10
SAE International Journal of Connected and Automated Vehicles	10
Journal of Information Security and Applications	10
IEEE Transactions on Fuzzy Systems	10
Expert Systems	10
Complex and Intelligent Systems	10
Signal, Image and Video Processing	10
Transport Policy	10
Computational Intelligence and Neuroscience	10
IEEE Intelligent Transportation Systems Magazine	10
IEICE Transactions on Information and Systems	10
2020 IEEE 23rd International Conference on Intelligent Transportation Systems, ITSC 2020	10
2020 Global Oceans 2020: Singapore - U.S. Gulf Coast	10
Proceedings of the 2024 8th CAA International Conference on Vehicular Control and Intelligence, CVCI 2024	10
Proceedings of the 32nd International Technical Meeting of the Satellite Division of the Institute of Navigation, ION GNSS+ 2019	10
Proceedings of the Annual International Conference on Mobile Computing and Networking, MOBICOM	9
ASME International Mechanical Engineering Congress and Exposition, Proceedings (IMECE)	9
Proceedings of the IEEE Radar Conference	9
Proceedings of 2023 IEEE International Conference on Unmanned Systems, ICUS 2023	9
IEEE Open Journal of Vehicular Technology	9
Proceedings of the International Conference on Offshore Mechanics and Arctic Engineering - OMAE	9
Proceedings - IEEE Symposium on Computers and Communications	9
Integrated Communications, Navigation and Surveillance Conference, ICNS	9
Ruan Jian Xue Bao/Journal of Software	9
Conference Proceedings - IEEE SOUTHEASTCON	9
Digest of Technical Papers - IEEE International Conference on Consumer Electronics	9
Simulation Modelling Practice and Theory	9
Applied Ocean Research	9
Microprocessors and Microsystems	9
Science Robotics	9
CEAS Aeronautical Journal	9
IEEE Transactions on Control of Network Systems	9
ACM Transactions on Embedded Computing Systems	9
Analytical Chemistry	9
IEEE Vehicular Technology Magazine	9
Robotica	9
Precision Agriculture	9
Journal of King Saud University - Computer and Information Sciences	9
Ecological Informatics	9
International Journal of Aeronautical and Space Sciences	9
Pattern Recognition	9
Autonomous Robots	9
Advances in Transdisciplinary Engineering	9
International Journal of Robotics Research	9
Proceedings of the IEEE	9
Proceedings of the ACM Symposium on Applied Computing	9
Acta Astronautica	9
MATEC Web of Conferences	9
2018 International Conference on Unmanned Aircraft Systems, ICUAS 2018	9
IET Communications	9
Proceedings - 2020 Chinese Automation Congress, CAC 2020	9
AIAA Information Systems-AIAA Infotech at Aerospace, 2017	9
CGNCC 2016 - 2016 IEEE Chinese Guidance, Navigation and Control Conference	9
OCEANS 2017 - Aberdeen	9
CCS 2024 - Proceedings of the 2024 ACM SIGSAC Conference on Computer and Communications Security	9
OCEANS 2018 MTS/IEEE Charleston, OCEAN 2018	9
Australasian Conference on Robotics and Automation, ACRA	8
Proceedings of the 35th Chinese Control and Decision Conference, CCDC 2023	8
Mathematical Biosciences and Engineering	8
2023 International Symposium on Networks, Computers and Communications, ISNCC 2023	8
PeerJ Computer Science	8
OCEANS 2023 - Limerick, OCEANS Limerick 2023	8
IEEE International Conference on Industrial Informatics (INDIN)	8
Vehicle System Dynamics	8
Proceedings of the IEEE International Conference on Industrial Technology	8
IEEE Transactions on Image Processing	8
Lecture Notes in Business Information Processing	8
Laser and Optoelectronics Progress	8
Infection and Drug Resistance	8
Materials Today: Proceedings	8
IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems	8
Transportation Research Part B: Methodological	8
Mechanical Systems and Signal Processing	8
Mobile Networks and Applications	8
Ocean and Coastal Management	8
IEEE Transactions on Transportation Electrification	8
Proceedings of the Institution of Mechanical Engineers, Part D: Journal of Automobile Engineering	8
Journal of Environmental Management	8
Hongwai yu Jiguang Gongcheng/Infrared and Laser Engineering	8
IEEE Transactions on Pattern Analysis and Machine Intelligence	8
Industrial Robot	8
Bioinspiration and Biomimetics	8
Algorithms	8
IEEE Sensors Letters	8
Journal of Signal Processing	8
Robotics	8
IEEE Consumer Electronics Magazine	8
Kongzhi Lilun Yu Yingyong/Control Theory and Applications	8
Nature Communications	8
Robotics: Science and Systems	8
2018 OCEANS - MTS/IEEE Kobe Techno-Oceans, OCEANS - Kobe 2018	8
35th International Technical Meeting of the Satellite Division of the Institute of Navigation, ION GNSS+ 2022	8
33rd Congress of the International Council of the Aeronautical Sciences, ICAS 2022	8
Proceedings - International Conference on Tools with Artificial Intelligence, ICTAI	8
IEEE International Conference on Emerging Technologies and Factory Automation, ETFA	8
Processes	8
Gongcheng Kexue Xuebao/Chinese Journal of Engineering	8
Science China Information Sciences	8
OCEANS 2017 - Anchorage	8
Springer Aerospace Technology	8
Proceedings - 2024 China Automation Congress, CAC 2024	8
ICAS Proceedings	8
AIAA Aviation Forum and ASCEND, 2024	8
Proceedings - Annual Computer Security Applications Conference, ACSAC	8
International Journal of Innovative Technology and Exploring Engineering	8
2019 International Workshop on Research, Education and Development on Unmanned Aerial Systems, RED-UAS 2019	8
International Multidisciplinary Scientific GeoConference Surveying Geology and Mining Ecology Management, SGEM	7
Proceedings - 2023 China Automation Congress, CAC 2023	7
IEEE International Workshop on Computer Aided Modeling and Design of Communication Links and Networks, CAMAD	7
Studies in Big Data	7
Annual IEEE Communications Society Conference on Sensor, Mesh and Ad Hoc Communications and Networks workshops	7
Zidonghua Xuebao/Acta Automatica Sinica	7
32nd USENIX Security Symposium, USENIX Security 2023	7
Springer Proceedings in Complexity	7
Lecture Notes in Intelligent Transportation and Infrastructure	7
IS and T International Symposium on Electronic Imaging Science and Technology	7
Proceedings of the International Technical Meeting of The Institute of Navigation, ITM	7
International Journal of Intelligent Systems and Applications in Engineering	7
Drone Systems and Applications	7
Frontiers in Neurorobotics	7
Journal of Applied Fluid Mechanics	7
IEEE Transactions on Signal Processing	7
CMES - Computer Modeling in Engineering and Sciences	7
Journal of Electronic Imaging	7
Xitong Fangzhen Xuebao / Journal of System Simulation	7
Journal of Network and Computer Applications	7
Vehicles	7
IEEE Transactions on Circuits and Systems for Video Technology	7
Guangxue Xuebao/Acta Optica Sinica	7
Remote Sensing in Ecology and Conservation	7
TransNav	7
Proceedings of the 37th AAAI Conference on Artificial Intelligence, AAAI 2023	7
Physica A: Statistical Mechanics and its Applications	7
Safety Science	7
Sustainable Cities and Society	7
International Journal of Control, Automation and Systems	7
Machine Vision and Applications	7
Frontiers in Cardiovascular Medicine	7
Ecological Indicators	7
Electronics Letters	7
Signals and Communication Technology	7
Proceedings of the 31st International Technical Meeting of the Satellite Division of the Institute of Navigation, ION GNSS+ 2018	7
Journal of Sensors	7
Simulation Series	7
European Conference on Information Warfare and Security, ECCWS	7
Estuarine, Coastal and Shelf Science	7
International Journal of Distributed Sensor Networks	7
BMJ Open	7
Swarm and Evolutionary Computation	7
Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining	7
2018 IEEE CSAA Guidance, Navigation and Control Conference, CGNCC 2018	7
Advances in Science, Technology and Innovation	7
AIAA AVIATION 2022 Forum	7
Journal of Cleaner Production	7
Wildlife Research	7
Egyptian Informatics Journal	7
Journal of Mountain Science	7
IET Control Theory and Applications	7
Unmanned Systems	7
Transportation Research Interdisciplinary Perspectives	7
Journal of Transportation Security	7
Transportation Research Part A: Policy and Practice	7
Proceedings of the 31st European Safety and Reliability Conference, ESREL 2021	7
2021 European Control Conference, ECC 2021	7
Proceedings of the 30th USENIX Security Symposium	7
World Electric Vehicle Journal	7
Proceedings - 2024 IEEE International Conference on Big Data, BigData 2024	7
FUSION 2024 - 27th International Conference on Information Fusion	7
2024 IEEE/CIC International Conference on Communications in China, ICCC 2024	7
2019 15th International Wireless Communications and Mobile Computing Conference, IWCMC 2019	7
Proceedings - International Carnahan Conference on Security Technology	6
2023 IEEE Globecom Workshops, GC Wkshps 2023	6
Proceedings of the International Conference on Parallel and Distributed Systems - ICPADS	6
Proceedings of IEEE/ACS International Conference on Computer Systems and Applications, AICCSA	6
Eastern-European Journal of Enterprise Technologies	6
Computing in Cardiology	6
Proceedings of the International Conference on Informatics in Control, Automation and Robotics	6
Journal of Infection in Developing Countries	6
Proceedings - International Conference on Distributed Computing Systems	6
2023 IEEE/CIC International Conference on Communications in China, ICCC 2023	6
2023 IEEE International Conference on Mechatronics and Automation, ICMA 2023	6
International Conference on Vehicle Technology and Intelligent Transport Systems, VEHITS - Proceedings	6
Proceedings of the Annual Hawaii International Conference on System Sciences	6
Signal Processing: Image Communication	6
Unmanned System Technologies	6
Applied Mathematical Modelling	6
Huazhong Keji Daxue Xuebao (Ziran Kexue Ban)/Journal of Huazhong University of Science and Technology (Natural Science Edition)	6
Journal of Navigation	6
International Journal of Information Security	6
Composite Structures	6
Proceedings of the Institution of Mechanical Engineers. Part I: Journal of Systems and Control Engineering	6
Mechatronics	6
Transactions of Nanjing University of Aeronautics and Astronautics	6
Applied Energy	6
Journal of Biomedical Informatics	6
IEEE Transactions on Antennas and Propagation	6
Journal of the Korean Society for Aeronautical and Space Sciences	6
Environmental Science and Pollution Research	6
Automotive Innovation	6
IEEE Transactions on Computers	6
Marine Ecology Progress Series	6
International Journal of Critical Infrastructure Protection	6
Electronic Proceedings in Theoretical Computer Science, EPTCS	6
Pattern Recognition Letters	6
Journal of Defense Modeling and Simulation	6
Computers and Industrial Engineering	6
Earth Science Informatics	6
Ka and Broadband Communications Conference	6
Complexity	6
International Journal of Recent Technology and Engineering	6
2018 Applied Aerodynamics Conference	6
Harbin Gongcheng Daxue Xuebao/Journal of Harbin Engineering University	6
Biosensors and Bioelectronics	6
Proceedings - IEEE INFOCOM	6
2018 International Conference of Electrical and Electronic Technologies for Automotive, AUTOMOTIVE 2018	6
Proceedings - International Symposium on Software Reliability Engineering, ISSRE	6
Proceedings of the 31st USENIX Security Symposium, Security 2022	6
Chaos, Solitons and Fractals	6
Journal of Sensor and Actuator Networks	6
IEEE Transactions on Circuits and Systems II: Express Briefs	6
Bulletin of Engineering Geology and the Environment	6
Progress in Marine Science and Technology	6
Journal of Communications and Networks	6
Measurement Science and Technology	6
Remote Sensing Applications: Society and Environment	6
Autonomous Vehicles	6
IEEE Transactions on Cognitive and Developmental Systems	6
Proceedings - International Conference on Pattern Recognition	6
AIAA AVIATION 2020 FORUM	6
Proceedings - 2020 International Conference on Connected and Autonomous Driving, MetroCAD 2020	6
Harbin Gongye Daxue Xuebao/Journal of Harbin Institute of Technology	6
ARPN Journal of Engineering and Applied Sciences	6
IEEE INFOCOM 2020 - IEEE Conference on Computer Communications Workshops, INFOCOM WKSHPS 2020	6
IEEE Signal Processing Magazine	6
Engineering, Technology and Applied Science Research	6
Ecology and Evolution	6
KSII Transactions on Internet and Information Systems	6
Proceedings - 4th IEEE International Conference on Robotic Computing, IRC 2020	6
Proceeding - 2021 China Automation Congress, CAC 2021	6
Proceedings of 2021 IEEE International Conference on Unmanned Systems, ICUS 2021	6
IEEE Transactions on Biomedical Engineering	6
International Journal of Electrical and Computer Engineering	6
2021 29th Mediterranean Conference on Control and Automation, MED 2021	6
2017 Workshop on Research, Education and Development of Unmanned Aerial Systems, RED-UAS 2017	6
Computing	6
3rd International Conference on Intelligent Data Communication Technologies and Internet of Things, IDCIoT 2025	6
Frontiers in Cellular and Infection Microbiology	6
2024 IEEE International Workshop on Technologies for Defense and Security, TechDefense 2024 - Proceedings	6
2024 IEEE 7th International Conference on Actual Problems of Unmanned Aerial Vehicles Development, APUAVD 2024 - Proceedings	6
International Conference on Electrical, Computer, and Energy Technologies, ICECET 2024	6
Proceedings - 2024 International Conference on Networking and Network Applications, NaNA 2024	6
14th Asian Control Conference, ASCC 2024	6
2024 IEEE International Conference on Communications Workshops, ICC Workshops 2024	6
IEEE INFOCOM 2024 - IEEE Conference on Computer Communications Workshops, INFOCOM WKSHPS 2024	6
IEICE Transactions on Communications	6
2024 4th International Conference on Artificial Intelligence, Robotics, and Communication, ICAIRC 2024	6
International Journal of Engineering and Advanced Technology	6
INFOCOM 2019 - IEEE Conference on Computer Communications Workshops, INFOCOM WKSHPS 2019	6
2019 18th European Control Conference, ECC 2019	6
Proceedings - 2019 Chinese Automation Congress, CAC 2019	6
Proceedings - 2023 Congress in Computer Science, Computer Engineering, and Applied Computing, CSCE 2023	5
Proceedings of the International Offshore and Polar Engineering Conference	5
Proceedings - Winter Simulation Conference	5
Proceedings - International Conference on Network Protocols, ICNP	5
Proceedings - 2023 10th International Conference on Dependable Systems and Their Applications, DSA 2023	5
Proceedings of IEEE Sensors	5
Shanghai Jiaotong Daxue Xuebao/Journal of Shanghai Jiaotong University	5
International Journal of Engineering Trends and Technology	5
European Signal Processing Conference	5
International Conference on Information Systems Security and Privacy	5
Proceedings - 19th International Conference on Distributed Computing in Smart Systems and the Internet of Things, DCOSS-IoT 2023	5
Proceedings - International Symposium on Biomedical Imaging	5
Proceedings - 53rd Annual IEEE/IFIP International Conference on Dependable Systems and Networks Workshops Volume, DSN-W 2023	5
Frontiers in Neurology	5
Qiche Gongcheng/Automotive Engineering	5
IEEE/ASME International Conference on Advanced Intelligent Mechatronics, AIM	5
International Conference on Cyber Conflict, CYCON	5
2023 IEEE/ION Position, Location and Navigation Symposium, PLANS 2023	5
Mechanisms and Machine Science	5
Journal of Medical Internet Research	5
Frontiers in Digital Health	5
Journal of Intelligent Transportation Systems: Technology, Planning, and Operations	5
IEEE Transactions on Emerging Topics in Computing	5
Micromachines	5
IEEE Transactions on Circuits and Systems I: Regular Papers	5
IEEE Transactions on Software Engineering	5
Guofang Keji Daxue Xuebao/Journal of National University of Defense Technology	5
Jixie Gongcheng Xuebao/Journal of Mechanical Engineering	5
Minerals	5
ACM Transactions on Graphics	5
Gongcheng Kexue Yu Jishu/Advanced Engineering Sciences	5
IEEE Transactions on Cognitive Communications and Networking	5
Computer Science Review	5
Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science	5
Computers	5
Journal of Korean Institute of Communications and Information Sciences	5
ACM Transactions on Privacy and Security	5
International Journal of Adaptive Control and Signal Processing	5
Energy	5
Nanjing Hangkong Hangtian Daxue Xuebao/Journal of Nanjing University of Aeronautics and Astronautics	5
IEEE Transactions on Human-Machine Systems	5
Journal of Aerospace Engineering	5
Indonesian Journal of Electrical Engineering and Computer Science	5
Journal of Clinical Medicine	5
Energy Reports	5
Journal of Marine Science and Application	5
Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies	5
Sensors (Basel, Switzerland)	5
IEEE Transactions on Services Computing	5
IEEE/ACM Transactions on Networking	5
International Journal of Computational Intelligence Systems	5
Cyber Security and Applications	5
Procedia Manufacturing	5
Acta Polytechnica Hungarica	5
IET Conference Publications	5
Proceedings of the International Ship Control Systems Symposium	5
Proceedings of the 13th International Conference on Cyber Warfare and Security, ICCWS 2018	5
Journal of Institute of Control, Robotics and Systems	5
Journal of Shanghai Jiaotong University (Science)	5
International Journal of Computing	5
Parasites and Vectors	5
Transactions of the Korean Society of Automotive Engineers	5
Frontiers of Information Technology and Electronic Engineering	5
Journal of Systems and Software	5
Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment	5
2018 IEEE/ION Position, Location and Navigation Symposium, PLANS 2018 - Proceedings	5
Computer Law and Security Review	5
Proceedings of the IEEE Real-Time and Embedded Technology and Applications Symposium, RTAS	5
IEEE Workshop on Signal Processing Advances in Wireless Communications, SPAWC	5
PLoS Computational Biology	5
International Conference on Agents and Artificial Intelligence	5
